  PRIMER EJEMPLO TESIS PILAR mm, N, MPa
 Resultados problema térmico de contacto
 
 VECTOR DE CARGA TÉRMICA: TEMPERATURAS Y GRADIENTES TÉRMICOS
 
 ==================== CUERPO A ====================
  - Zona de contacto -
    1      10.6969      -1.0579
    2      10.6317      -0.9708
    3      10.6213      -1.0724
    4      10.5947      -0.9727
    5      10.6113      -1.0717
    6      10.5854      -0.9727
    7      10.6084      -1.0715
    8      10.5823      -0.9725
    9      10.6078      -1.0712
   10      10.5813      -0.9721
   11      10.6089      -1.0705
   12      10.5821      -0.9709
   13      10.6132      -1.0684
   14      10.5843      -0.9630
   15      10.6354      -1.0741
   16      10.5245      -1.0849
   17      10.6319      -0.9730
   18      10.6174      -0.9811
   19      10.6083      -0.9751
   20      10.6019      -0.9813
   21      10.5946      -0.9754
   22      10.5923      -0.9814
   23      10.5885      -0.9753
   24      10.5873      -0.9812
   25      10.5855      -0.9750
   26      10.5844      -0.9807
   27      10.5840      -0.9741
   28      10.5823      -0.9794
   29      10.5820      -0.9708
   30      10.5782      -0.9708
   31      10.5759      -0.9608
   32      10.5467      -1.0721
   33      10.6091      -0.9843
   34      10.6037      -0.9849
   35      10.6021      -0.9842
   36      10.5976      -0.9849
   37      10.5941      -0.9843
   38      10.5912      -0.9849
   39      10.5883      -0.9842
   40      10.5863      -0.9848
   41      10.5843      -0.9839
   42      10.5826      -0.9842
   43      10.5813      -0.9828
   44      10.5794      -0.9828
   45      10.5779      -0.9793
   46      10.5758      -0.9740
   47      10.5776      -0.9686
   48      10.5502      -1.0736
   49      10.5988      -0.9856
   50      10.5960      -0.9857
   51      10.5958      -0.9856
   52      10.5928      -0.9858
   53      10.5911      -0.9856
   54      10.5885      -0.9858
   55      10.5864      -0.9855
   56      10.5842      -0.9857
   57      10.5823      -0.9852
   58      10.5801      -0.9852
   59      10.5786      -0.9842
   60      10.5764      -0.9837
   61      10.5754      -0.9806
   62      10.5734      -0.9748
   63      10.5771      -0.9695
   64      10.5494      -1.0740
   65      10.5930      -0.9856
   66      10.5913      -0.9854
   67      10.5912      -0.9857
   68      10.5892      -0.9855
   69      10.5879      -0.9858
   70      10.5857      -0.9856
   71      10.5839      -0.9857
   72      10.5815      -0.9855
   73      10.5795      -0.9854
   74      10.5769      -0.9850
   75      10.5752      -0.9844
   76      10.5724      -0.9836
   77      10.5717      -0.9809
   78      10.5689      -0.9748
   79      10.5740      -0.9698
   80      10.5457      -1.0739
   81      10.5896      -0.9841
   82      10.5886      -0.9834
   83      10.5882      -0.9846
   84      10.5868      -0.9839
   85      10.5854      -0.9848
   86      10.5836      -0.9841
   87      10.5814      -0.9848
   88      10.5791      -0.9841
   89      10.5764      -0.9846
   90      10.5734      -0.9837
   91      10.5708      -0.9837
   92      10.5669      -0.9825
   93      10.5656      -0.9803
   94      10.5611      -0.9741
   95      10.5672      -0.9694
   96      10.5376      -1.0732
   97      10.5879      -0.9789
   98      10.5873      -0.9734
   99      10.5866      -0.9805
  100      10.5856      -0.9748
  101      10.5839      -0.9811
  102      10.5824      -0.9753
  103      10.5797      -0.9811
  104      10.5776      -0.9753
  105      10.5738      -0.9810
  106      10.5705      -0.9749
  107      10.5658      -0.9802
  108      10.5606      -0.9740
  109      10.5561      -0.9774
  110      10.5479      -0.9667
  111      10.5540      -0.9676
  112      10.5214      -1.0690
  113      10.5875      -0.9582
  114      10.5876      -1.0866
  115      10.5864      -0.9649
  116      10.5860      -1.0856
  117      10.5837      -0.9649
  118      10.5830      -1.0836
  119      10.5795      -0.9647
  120      10.5781      -1.0826
  121      10.5729      -0.9643
  122      10.5707      -1.0818
  123      10.5626      -0.9637
  124      10.5583      -1.0806
  125      10.5450      -0.9614
  126      10.5331      -1.0736
  127      10.5244      -0.9582
  128      10.4740      -1.1785
  - Zona libre -
  129      60.0000       1.0880
  130      60.0000       0.9647
  131      60.0000       1.0767
  132      60.0000       0.9636
  133      60.0000       1.0800
  134      60.0000       0.9638
  135      60.0000       1.0811
  136      60.0000       0.9639
  137      60.0000       1.0815
  138      60.0000       0.9640
  139      60.0000       1.0816
  140      60.0000       0.9634
  141      60.0000       1.0811
  142      60.0000       0.9559
  143      60.0000       1.1108
  144      60.0000       1.0493
  145      60.0000       0.9781
  146      60.0000       0.9827
  147      60.0000       0.9762
  148      60.0000       0.9815
  149      60.0000       0.9754
  150      60.0000       0.9811
  151      60.0000       0.9752
  152      60.0000       0.9809
  153      60.0000       0.9750
  154      60.0000       0.9805
  155      60.0000       0.9743
  156      60.0000       0.9793
  157      60.0000       0.9713
  158      60.0000       0.9707
  159      60.0000       0.9681
  160      60.0000       1.0598
  161      60.0000       0.9854
  162      60.0000       0.9857
  163      60.0000       0.9849
  164      60.0000       0.9854
  165      60.0000       0.9845
  166      60.0000       0.9851
  167      60.0000       0.9842
  168      60.0000       0.9848
  169      60.0000       0.9839
  170      60.0000       0.9843
  171      60.0000       0.9829
  172      60.0000       0.9829
  173      60.0000       0.9796
  174      60.0000       0.9742
  175      60.0000       0.9763
  176      60.0000       1.0629
  177      60.0000       0.9861
  178      60.0000       0.9861
  179      60.0000       0.9860
  180      60.0000       0.9861
  181      60.0000       0.9858
  182      60.0000       0.9860
  183      60.0000       0.9857
  184      60.0000       0.9857
  185      60.0000       0.9853
  186      60.0000       0.9852
  187      60.0000       0.9843
  188      60.0000       0.9838
  189      60.0000       0.9808
  190      60.0000       0.9750
  191      60.0000       0.9775
  192      60.0000       1.0638
  193      60.0000       0.9858
  194      60.0000       0.9856
  195      60.0000       0.9859
  196      60.0000       0.9856
  197      60.0000       0.9859
  198      60.0000       0.9857
  199      60.0000       0.9858
  200      60.0000       0.9855
  201      60.0000       0.9855
  202      60.0000       0.9850
  203      60.0000       0.9844
  204      60.0000       0.9836
  205      60.0000       0.9810
  206      60.0000       0.9749
  207      60.0000       0.9778
  208      60.0000       1.0639
  209      60.0000       0.9842
